likeCount,dislikeCount,shareCount,commentCount,bookmarkCount,ratingValue,pageViews,clickEvents,scrollDepth,timeOnPage,sessionDuration,sessionCount,commentText,sentimentScore,feedbackCategory,deviceType,browserName,osName,screenResolution,networkType,ipAddress,geoLocation,locale,userTier,interestTags,ageRange,gender,funnelStage,cartItemsCount,abandonedCartFlag,abTestGroup,followerCount,followingCount,groupMemberships,mentionCount,community,like_per_comment,share_per_view,interaction_intensity,engagement_score,activity_ratio
728,82,237,117,162,4.7,632,144,89.2,359.5,1449.3,18,Not bad,0.78,Positive,Mobile,Chrome,MacOS,1366x768,5G,243.85.87.228,"-88.955026, 136.765124",es_ES,Premium,Food,25-34,Female,Consideration,14,False,Control,7630,1816,49,62,News,6.222222222222222,0.375,498,401.8999999999999,0.2480507831366867
93,30,115,34,154,3.5,367,3,81.7,180.0,612.7,47,Not bad,-0.39,Neutral,Tablet,Firefox,Windows,2560x1440,Ethernet,41.114.210.86,"-43.772695, -56.390963",fr_FR,Free,Tech,55+,Female,Awareness,12,True,Variant B,5903,3903,28,71,Tech,2.735294117647059,0.3133514986376022,152,93.9,0.2937816223274033
696,36,478,177,163,4.6,948,32,64.2,585.9,1194.9,17,Not bad,-0.77,Negative,Mobile,Opera,Linux,1440x900,5G,112.233.213.75,"74.697547, -73.921041",de_DE,Free,Tech,18-24,Other,Decision,4,True,Control,9633,2626,1,27,Tech,3.9322033898305087,0.5042194092827004,687,473.50000000000006,0.4903339191564147
500,5,328,147,45,2.6,784,28,85.0,214.3,1949.7,32,Not bad,0.62,Neutral,Tablet,Firefox,MacOS,1366x768,Ethernet,240.175.34.235,"63.571275, -44.870960",de_DE,Free,Fitness,35-44,Female,Decision,8,False,Variant A,7806,1866,45,47,Sports,3.401360544217687,0.41836734693877553,503,332.29999999999995,0.10991434579678926
611,51,460,218,106,1.9,939,127,76.8,377.2,1854.9,14,Needs improvement,-0.78,Neutral,Mobile,Edge,Linux,1440x900,WiFi,238.110.172.229,"-84.297657, 147.914882",en_US,Enterprise,Travel,45-54,Other,Decision,9,True,Variant A,2406,1430,31,60,News,2.802752293577982,0.4898828541001065,805,436.6,0.2033532805002965
169,8,448,73,43,4.4,503,13,52.3,388.3,663.2,48,Great!,-0.41,Negative,Mobile,Opera,Windows,1280x720,5G,35.108.47.52,"-85.798570, 3.296318",de_DE,Enterprise,Fitness,55+,Male,Awareness,7,True,Variant B,3475,898,45,18,Sports,2.315068493150685,0.8906560636182903,534,220.9,0.5854945717732207
301,24,196,41,20,2.5,494,7,32.3,139.3,719.5,13,Great!,-0.13,Negative,Desktop,Safari,Android,2560x1440,5G,146.199.172.5,"-45.156000, 89.520722",en_US,Free,Fitness,18-24,Other,Consideration,8,True,Control,446,4525,39,49,Sports,7.341463414634147,0.3967611336032389,244,189.39999999999998,0.19360667129951356
506,68,72,283,132,1.6,371,112,70.1,434.7,1529.1,28,Could be better,0.19,Negative,Tablet,Opera,MacOS,1280x720,5G,218.174.38.164,"-24.049741, 70.979518",es_ES,Premium,Travel,18-24,Male,Awareness,13,True,Control,7328,1006,16,24,News,1.7879858657243817,0.1940700808625337,467,293.8,0.2842848734549735
736,19,307,34,90,4.1,924,91,45.6,65.4,1706.0,41,Great!,-0.51,Negative,Tablet,Opera,iOS,1280x720,Ethernet,8.108.61.33,"-7.735390, -123.422256",en_US,Enterprise,Food,55+,Female,Awareness,4,False,Variant B,8374,6,33,54,News,21.647058823529413,0.33225108225108224,432,402.3,0.03833528722157093
178,58,79,243,62,1.6,149,25,82.9,308.4,2412.9,12,Not bad,0.23,Neutral,Desktop,Edge,MacOS,1280x720,5G,247.232.102.17,"89.920963, -18.806302",fr_FR,Premium,Food,35-44,Female,Awareness,4,True,Variant A,5352,4031,26,30,News,0.7325102880658436,0.5302013422818792,347,149.7,0.12781300509760038
531,74,344,115,131,2.5,155,141,48.6,502.6,839.3,2,Not bad,-0.17,Neutral,Desktop,Chrome,Linux,1280x720,4G,125.80.27.227,"-79.832157, 80.251303",en_GB,Premium,Food,45-54,Female,Consideration,9,False,Variant A,855,3849,4,62,News,4.6173913043478265,2.2193548387096773,600,351.70000000000005,0.5988323603002502
268,80,212,254,84,1.8,397,52,20.3,359.9,1069.2,24,Needs improvement,0.81,Positive,Tablet,Edge,Windows,1280x720,4G,95.254.58.199,"68.044459, -38.158251",en_US,Enterprise,Tech,25-34,Other,Awareness,9,True,Variant B,8679,1494,31,89,Tech,1.0551181102362204,0.5340050377833753,518,230.00000000000003,0.336606808829031
207,38,322,7,164,2.7,657,168,36.2,125.2,2572.1,14,Awesome!,-0.28,Neutral,Tablet,Safari,Linux,1280x720,4G,34.251.118.2,"-61.998197, -72.111992",es_ES,Premium,Travel,18-24,Other,Decision,19,False,Control,8822,2594,29,88,News,29.571428571428573,0.4901065449010654,497,197.20000000000002,0.048676178997706154
945,53,218,122,85,4.4,32,68,13.7,257.9,848.0,17,Needs improvement,0.28,Neutral,Mobile,Safari,iOS,1440x900,4G,141.127.253.63,"-26.821372, 18.613709",en_GB,Premium,Travel,45-54,Male,Awareness,12,True,Control,4788,3316,45,75,News,7.745901639344262,6.8125,408,476.29999999999995,0.304127358490566
525,50,12,222,63,2.2,11,174,69.9,528.4,943.2,26,Awesome!,0.22,Positive,Mobile,Edge,MacOS,1440x900,4G,203.162.56.49,"-61.365164, -72.998639",de_DE,Free,Travel,55+,Female,Consideration,4,True,Variant B,6809,3466,4,33,News,2.364864864864865,1.0909090909090908,408,264.3,0.5602205258693808
516,36,127,290,127,3.8,488,85,23.3,389.1,2455.2,10,Not bad,-0.41,Negative,Mobile,Chrome,Linux,2560x1440,5G,213.52.227.210,"26.001052, 79.472322",fr_FR,Enterprise,Food,18-24,Male,Decision,2,True,Variant B,3265,3853,39,55,News,1.7793103448275862,0.26024590163934425,502,315.2,0.15847996089931576
773,94,64,118,103,2.1,534,84,42.4,503.5,820.0,19,Needs improvement,0.23,Neutral,Tablet,Opera,MacOS,1366x768,5G,23.148.42.230,"44.125801, -166.296857",fr_FR,Enterprise,Fitness,45-54,Male,Decision,15,False,Control,7150,4750,25,47,Sports,6.5508474576271185,0.1198501872659176,266,362.30000000000007,0.6140243902439024
327,71,143,261,130,1.9,689,161,77.5,322.5,2341.7,18,Could be better,0.43,Negative,Desktop,Firefox,Windows,1280x720,Ethernet,224.210.193.226,"-20.961946, 155.338455",en_US,Enterprise,Tech,18-24,Other,Consideration,11,True,Variant B,8152,1476,24,80,Tech,1.2528735632183907,0.20754716981132076,565,238.90000000000003,0.1377204594952385
894,70,378,239,28,1.6,828,56,99.6,506.9,802.7,8,Great!,-0.19,Negative,Mobile,Safari,iOS,1280x720,Ethernet,70.177.171.239,"-33.308219, -171.520431",de_DE,Enterprise,Tech,18-24,Other,Consideration,1,False,Control,4368,704,13,53,Tech,3.7405857740585775,0.45652173913043476,673,521.5999999999999,0.631493708733026
814,63,20,36,142,1.0,48,164,27.4,508.0,2184.0,1,Needs improvement,0.88,Negative,Desktop,Firefox,Linux,1366x768,5G,185.203.204.124,"70.737486, -125.060519",fr_FR,Premium,Food,35-44,Female,Awareness,11,False,Variant B,5972,2973,47,81,News,22.61111111111111,0.4166666666666667,220,353.0,0.2326007326007326
516,54,369,104,152,3.4,138,124,77.5,260.5,3198.6,41,Could be better,-0.36,Positive,Tablet,Edge,Windows,1366x768,4G,76.94.126.54,"-26.023076, 173.055065",fr_FR,Free,Tech,55+,Other,Awareness,13,True,Variant B,854,256,11,96,Tech,4.961538461538462,2.6739130434782608,597,353.1,0.08144188082286
514,36,468,134,36,2.8,347,98,99.4,585.0,2215.1,23,Not bad,-0.88,Negative,Mobile,Safari,Android,1280x720,5G,255.131.16.223,"37.493049, -135.741644",de_DE,Free,Food,18-24,Female,Consideration,13,True,Variant B,8252,227,10,18,News,3.8358208955223883,1.3487031700288183,700,376.40000000000003,0.26409642905512165
194,15,178,28,91,4.1,106,108,53.0,164.1,331.2,41,Could be better,-0.57,Neutral,Tablet,Opera,Android,1366x768,5G,15.104.144.212,"-65.002814, -178.769798",en_US,Premium,Travel,35-44,Male,Awareness,3,True,Variant B,6580,1887,47,31,News,6.928571428571429,1.679245283018868,314,145.7,0.4954710144927536
857,32,259,101,173,3.7,905,174,78.4,249.0,1564.9,48,Could be better,0.14,Negative,Mobile,Edge,Android,1920x1080,5G,165.107.121.184,"-35.995439, 72.661658",en_GB,Premium,Fashion,18-24,Male,Consideration,5,False,Control,6949,4734,30,48,Gaming,8.485148514851485,0.2861878453038674,534,458.0,0.15911559844079493
734,61,461,2,62,2.4,123,120,48.2,562.9,3480.8,49,Not bad,0.36,Positive,Desktop,Opera,Android,1280x720,Ethernet,217.113.188.4,"17.198001, 164.854881",es_ES,Enterprise,Tech,55+,Female,Consideration,11,False,Variant B,4262,2374,31,5,Tech,367.0,3.747967479674797,583,438.49999999999994,0.1617156975407952
39,85,52,151,93,2.3,513,120,49.2,259.4,1585.9,32,Needs improvement,-0.47,Neutral,Mobile,Edge,Windows,1440x900,WiFi,254.64.114.143,"13.921517, 33.772799",en_US,Enterprise,Travel,18-24,Other,Decision,0,False,Variant A,3526,3859,18,98,News,0.2582781456953642,0.10136452241715399,323,70.7,0.16356642915694555
266,80,331,210,111,4.2,444,82,91.8,435.7,685.5,3,Could be better,0.79,Negative,Desktop,Chrome,Linux,1440x900,WiFi,104.1.24.141,"-57.143313, 42.510324",de_DE,Premium,Food,45-54,Other,Decision,3,True,Variant A,4039,3076,26,64,News,1.2666666666666666,0.7454954954954955,623,258.8,0.6355944566010211
796,92,259,265,126,2.5,753,90,53.7,534.9,3018.3,12,Great!,0.27,Positive,Mobile,Firefox,Android,1440x900,4G,191.100.219.102,"-5.122387, 159.532608",de_DE,Free,Travel,45-54,Other,Awareness,0,True,Variant B,336,363,6,2,News,3.0037735849056606,0.34395750332005315,614,461.70000000000005,0.17721896431766224
577,20,290,284,47,2.0,608,95,22.2,364.5,2028.6,35,Needs improvement,-0.11,Negative,Desktop,Safari,Linux,1280x720,WiFi,115.109.11.113,"-48.201460, 170.647463",es_ES,Premium,Tech,18-24,Other,Decision,4,True,Control,4804,375,49,80,Tech,2.0316901408450705,0.4769736842105263,669,379.3,0.17968056787932565
276,66,264,31,0,2.0,69,150,85.5,516.9,1350.1,21,Not bad,-0.91,Neutral,Desktop,Edge,Android,1920x1080,4G,99.53.15.51,"-81.012135, -60.149742",en_GB,Enterprise,Fashion,25-34,Other,Decision,7,False,Variant A,6970,2597,41,30,Gaming,8.903225806451612,3.8260869565217392,445,195.8,0.38286052884971483
834,4,263,82,96,2.8,860,65,94.2,329.3,798.0,5,Could be better,0.13,Negative,Desktop,Edge,Linux,1920x1080,WiFi,141.177.43.68,"-16.828595, -153.247976",es_ES,Free,Fashion,45-54,Other,Decision,15,True,Variant A,4611,300,18,99,Gaming,10.170731707317072,0.3058139534883721,410,438.5,0.41265664160401005
988,87,452,87,109,2.4,456,38,75.7,581.1,1557.3,30,Could be better,-0.73,Positive,Mobile,Chrome,Android,1440x900,4G,82.93.149.32,"83.057078, -93.203305",en_US,Free,Travel,55+,Male,Awareness,7,False,Variant B,817,1942,34,27,News,11.35632183908046,0.9912280701754386,577,559.1,0.3731458293199769
632,25,403,240,15,4.7,819,159,30.4,31.6,2926.8,5,Great!,0.5,Neutral,Tablet,Safari,Android,1366x768,4G,45.223.157.208,"16.170228, -166.469100",en_US,Free,Food,35-44,Other,Consideration,4,True,Control,1732,481,31,40,News,2.6333333333333333,0.49206349206349204,802,423.2,0.01079677463441301
764,33,438,259,52,2.8,482,18,18.6,346.5,2887.1,18,Needs improvement,0.5,Positive,Mobile,Safari,Windows,1366x768,WiFi,204.133.181.190,"79.519251, -70.715139",en_US,Premium,Fashion,18-24,Female,Awareness,11,False,Variant B,9623,3674,41,45,Gaming,2.9498069498069497,0.9087136929460581,715,494.0,0.12001662567974784
485,46,440,100,138,4.4,75,94,77.4,475.4,1316.0,42,Awesome!,0.95,Negative,Desktop,Opera,Android,1366x768,Ethernet,23.172.158.221,"-19.898489, 74.870261",en_GB,Free,Fashion,35-44,Female,Awareness,17,False,Variant B,2488,1664,34,57,Gaming,4.85,5.866666666666666,634,359.8,0.36124620060790275
975,14,474,285,65,3.5,243,175,49.1,103.2,2755.1,9,Great!,0.69,Neutral,Tablet,Edge,Android,2560x1440,5G,14.218.220.222,"-60.723470, -19.475125",en_GB,Enterprise,Travel,18-24,Female,Decision,15,False,Control,9456,778,20,34,News,3.4210526315789473,1.9506172839506173,934,595.7,0.03745780552430039
591,34,138,85,33,2.6,132,66,80.5,87.5,616.0,43,Awesome!,0.83,Negative,Mobile,Edge,Linux,2560x1440,4G,225.253.6.105,"-86.386417, 75.079989",es_ES,Free,Tech,35-44,Male,Consideration,13,False,Variant A,4266,4245,15,35,Tech,6.952941176470588,1.0454545454545454,289,298.1,0.14204545454545456
126,35,409,242,101,3.7,172,134,77.2,178.8,937.0,2,Great!,0.11,Neutral,Mobile,Edge,Linux,1920x1080,5G,39.50.121.29,"-28.698642, -145.638232",es_ES,Enterprise,Fashion,25-34,Other,Consideration,14,False,Control,950,3177,38,88,Gaming,0.5206611570247934,2.377906976744186,785,231.6,0.19082177161152616
287,19,49,184,71,1.1,376,196,42.6,166.1,2247.1,45,Needs improvement,0.24,Negative,Desktop,Edge,Linux,1366x768,4G,1.150.18.94,"43.988458, -174.975454",en_US,Free,Fitness,45-54,Other,Awareness,5,False,Variant A,4872,1139,48,64,Sports,1.559782608695652,0.13031914893617022,429,173.4,0.07391749365849316
521,75,252,108,78,4.5,967,73,26.2,450.8,1810.9,40,Needs improvement,-0.57,Positive,Tablet,Chrome,Windows,1366x768,4G,113.30.200.193,"-50.658864, -16.295340",en_GB,Enterprise,Food,25-34,Male,Consideration,3,False,Control,4422,3147,3,37,News,4.824074074074074,0.26059979317476734,433,313.40000000000003,0.2489369926555856
50,20,148,267,191,3.1,982,102,85.9,559.0,2153.8,11,Great!,0.86,Negative,Desktop,Opera,MacOS,1280x720,5G,238.79.149.42,"0.572683, -63.490382",en_US,Enterprise,Food,45-54,Male,Awareness,3,False,Control,6108,3548,30,33,News,0.18726591760299627,0.15071283095723015,517,136.9,0.2595412758844832
301,62,333,33,151,1.6,423,189,39.5,317.7,2262.9,26,Awesome!,0.97,Positive,Mobile,Safari,Windows,1920x1080,Ethernet,74.66.246.132,"-82.785376, -26.262294",de_DE,Enterprise,Travel,25-34,Male,Consideration,11,False,Control,5586,190,38,74,News,9.121212121212121,0.7872340425531915,555,242.0,0.14039506827522205
866,50,432,14,89,3.7,159,162,10.5,280.8,1929.8,13,Great!,-0.86,Negative,Desktop,Opera,MacOS,1920x1080,4G,72.125.4.214,"69.725609, -91.002622",en_GB,Free,Fitness,25-34,Male,Decision,2,True,Variant B,4155,2195,8,32,Sports,61.857142857142854,2.7169811320754715,608,487.7,0.14550730645662763
898,52,74,250,65,3.9,108,123,31.2,280.0,1596.1,31,Needs improvement,0.16,Negative,Mobile,Edge,MacOS,1366x768,WiFi,62.231.216.112,"-19.023915, 55.537379",es_ES,Free,Tech,25-34,Female,Consideration,3,True,Variant A,5614,4123,45,77,Tech,3.592,0.6851851851851852,447,437.90000000000003,0.17542760478666752
261,93,227,250,79,3.1,664,199,55.7,147.6,2964.1,45,Awesome!,0.61,Neutral,Mobile,Edge,Windows,1440x900,Ethernet,226.112.83.58,"-67.024776, 149.613919",es_ES,Free,Tech,25-34,Male,Consideration,0,False,Control,7074,337,20,83,Tech,1.044,0.34186746987951805,676,230.4,0.04979589082689518
916,98,185,291,188,3.4,377,4,31.4,467.7,577.8,5,Great!,0.59,Positive,Tablet,Safari,MacOS,1920x1080,4G,44.222.140.69,"25.180540, -177.025587",en_US,Free,Tech,35-44,Female,Decision,5,False,Variant A,540,1862,32,51,Tech,3.147766323024055,0.4907161803713528,480,498.90000000000003,0.8094496365524403
21,47,188,203,137,2.3,768,14,93.3,303.1,2135.0,11,Great!,0.4,Neutral,Desktop,Opera,Linux,1440x900,Ethernet,132.114.179.227,"46.714239, -108.750931",es_ES,Premium,Fashion,35-44,Other,Decision,11,False,Control,281,2372,30,44,Gaming,0.10344827586206896,0.24479166666666666,405,119.10000000000001,0.1419672131147541
703,68,357,6,5,1.8,38,161,14.3,91.4,3040.0,40,Not bad,-0.67,Positive,Tablet,Opera,Linux,1280x720,WiFi,58.233.117.212,"60.962768, 154.031365",de_DE,Free,Food,18-24,Other,Consideration,3,False,Variant B,919,3780,36,30,News,117.16666666666667,9.394736842105264,524,389.99999999999994,0.030065789473684212
126,59,83,173,194,2.2,573,129,85.0,521.8,3281.1,43,Needs improvement,0.98,Negative,Mobile,Safari,Windows,1440x900,5G,176.128.8.76,"71.121475, -36.216521",en_US,Enterprise,Travel,45-54,Male,Awareness,0,True,Control,2875,3651,10,78,News,0.7283236994219653,0.14485165794066318,385,129.3,0.15903203194050775
822,61,414,223,26,3.3,340,153,75.5,156.0,3381.8,12,Could be better,-0.99,Neutral,Tablet,Edge,Linux,1440x900,4G,42.91.47.155,"-48.608809, 156.056171",en_GB,Premium,Food,18-24,Other,Consideration,10,True,Variant B,1319,2299,9,16,News,3.68609865470852,1.2176470588235293,790,500.20000000000005,0.046129280264947656
525,82,76,230,61,3.1,131,28,27.1,392.2,1487.1,18,Could be better,0.2,Negative,Mobile,Chrome,MacOS,1280x720,5G,47.73.230.3,"-28.457569, -117.586809",fr_FR,Enterprise,Travel,45-54,Male,Awareness,7,True,Variant A,529,4973,38,20,News,2.282608695652174,0.5801526717557252,334,284.90000000000003,0.2637347858247596
933,34,301,91,23,3.0,921,65,44.9,213.0,2458.2,29,Could be better,-0.96,Positive,Desktop,Opera,Android,1280x720,Ethernet,130.82.233.253,"18.785498, 72.481680",en_GB,Enterprise,Food,25-34,Male,Awareness,4,True,Control,909,3128,26,82,News,10.252747252747254,0.3268186753528773,457,484.00000000000006,0.08664876739077375
419,15,63,16,187,4.3,906,109,88.8,451.1,2483.6,36,Needs improvement,-0.66,Negative,Mobile,Edge,Linux,1440x900,5G,44.182.95.226,"18.241995, 40.953888",de_DE,Premium,Travel,18-24,Other,Decision,11,False,Variant B,8538,3644,46,40,News,26.1875,0.0695364238410596,188,208.4,0.18163150265743278
378,85,138,83,1,2.1,2,166,73.2,334.7,2862.1,3,Needs improvement,0.3,Neutral,Mobile,Firefox,Windows,1366x768,4G,145.24.78.182,"-12.025667, 147.132807",de_DE,Free,Food,35-44,Female,Decision,2,True,Variant A,2746,1785,24,78,News,4.554216867469879,69.0,387,209.3,0.11694210544704937
886,26,469,91,55,4.3,263,122,63.0,54.3,3566.2,43,Not bad,-0.85,Negative,Tablet,Chrome,Linux,1280x720,Ethernet,0.168.98.209,"37.467676, 48.944739",en_US,Premium,Fashion,25-34,Other,Awareness,2,True,Variant A,7097,1681,12,15,Gaming,9.736263736263735,1.7832699619771863,682,518.8000000000001,0.015226291290449218
400,34,182,274,118,3.8,909,85,32.2,430.7,2780.2,38,Awesome!,-0.58,Positive,Mobile,Opera,Windows,1920x1080,4G,124.109.26.69,"13.487847, 126.374313",es_ES,Premium,Tech,18-24,Female,Consideration,9,True,Variant B,3981,2338,38,83,Tech,1.4598540145985401,0.2002200220022002,541,281.2,0.15491691245234157
567,40,224,258,175,4.1,750,189,81.4,545.0,735.5,44,Needs improvement,-0.53,Positive,Desktop,Chrome,MacOS,1440x900,WiFi,75.107.195.221,"-62.823839, 105.604432",de_DE,Enterprise,Tech,35-44,Other,Decision,11,True,Variant A,5901,1390,16,23,Tech,2.197674418604651,0.2986666666666667,671,363.1,0.7409925220938137
252,94,167,195,39,3.2,799,33,40.1,196.6,405.8,15,Not bad,-0.53,Negative,Tablet,Chrome,Windows,1920x1080,Ethernet,243.56.93.133,"-37.706132, 82.736361",en_GB,Enterprise,Fashion,55+,Male,Decision,10,False,Variant B,2080,2685,1,67,Gaming,1.2923076923076924,0.20901126408010012,395,193.8,0.484475110892065
441,31,256,297,37,3.2,15,107,88.4,376.8,1425.8,6,Could be better,-0.82,Positive,Desktop,Opera,Windows,2560x1440,4G,172.153.140.130,"-48.828127, 46.145281",en_GB,Free,Travel,45-54,Other,Consideration,5,False,Variant A,5927,3361,11,87,News,1.4848484848484849,17.066666666666666,660,316.3,0.2642726890166924
169,45,423,81,145,2.7,475,114,53.7,494.6,2757.0,12,Not bad,0.51,Negative,Tablet,Edge,MacOS,1366x768,5G,171.86.121.206,"69.245343, 147.362144",es_ES,Enterprise,Food,35-44,Other,Decision,12,True,Control,2518,4846,48,72,News,2.0864197530864197,0.8905263157894737,618,225.2,0.17939789626405514
255,26,419,231,154,2.2,106,1,13.9,173.0,2970.3,8,Awesome!,-0.66,Neutral,Desktop,Firefox,iOS,2560x1440,WiFi,172.175.48.156,"-29.791987, 116.919793",en_GB,Free,Travel,35-44,Male,Consideration,11,False,Control,8262,997,10,23,News,1.103896103896104,3.952830188679245,651,289.29999999999995,0.05824327509005824
323,21,268,57,3,3.2,409,27,42.3,572.3,1179.5,42,Needs improvement,-0.88,Negative,Mobile,Safari,Linux,1366x768,4G,28.91.160.226,"-9.193509, -61.012389",en_GB,Free,Travel,18-24,Other,Consideration,12,True,Control,645,1124,46,8,News,5.666666666666667,0.6552567237163814,352,221.30000000000004,0.48520559559135223
615,90,285,255,108,4.3,495,95,62.8,103.3,899.0,46,Not bad,-0.19,Neutral,Tablet,Chrome,iOS,1366x768,4G,112.10.252.247,"88.430047, 83.017583",fr_FR,Free,Travel,35-44,Female,Consideration,4,True,Variant A,5260,3072,40,20,News,2.411764705882353,0.5757575757575758,635,393.3,0.11490545050055617
860,0,235,291,118,4.0,184,123,92.1,499.5,1564.9,47,Awesome!,0.49,Positive,Mobile,Chrome,Linux,2560x1440,WiFi,225.71.245.7,"64.147970, 111.136882",es_ES,Premium,Travel,18-24,Female,Awareness,16,True,Control,7939,3534,25,0,News,2.9553264604811,1.2771739130434783,649,484.5,0.31918972458304046
183,43,69,283,106,3.5,45,96,14.8,155.8,2410.4,16,Needs improvement,-1.0,Neutral,Mobile,Edge,Windows,1280x720,4G,169.3.210.41,"84.606321, -168.919300",en_GB,Premium,Fitness,18-24,Female,Awareness,13,True,Variant A,6363,1319,20,61,Sports,0.6466431095406361,1.5333333333333334,448,161.1,0.06463657484234982
794,6,91,120,15,2.5,480,39,52.8,253.0,436.4,36,Could be better,-0.17,Neutral,Desktop,Edge,iOS,1366x768,4G,97.210.204.160,"-40.849569, -26.761928",en_GB,Premium,Travel,55+,Male,Consideration,2,True,Variant B,9438,1616,37,6,News,6.616666666666666,0.18958333333333333,250,370.40000000000003,0.57974335472044
114,81,428,258,172,4.5,76,150,16.6,518.6,2861.9,42,Needs improvement,-0.0,Positive,Desktop,Safari,Android,1280x720,5G,155.25.196.56,"40.837627, -82.566693",de_DE,Free,Tech,45-54,Other,Awareness,16,True,Variant A,2390,4465,23,14,Tech,0.4418604651162791,5.631578947368421,836,242.79999999999998,0.18120828820014676
315,61,91,255,125,3.9,585,34,73.2,417.4,1850.2,37,Great!,-0.56,Negative,Desktop,Firefox,Linux,1280x720,5G,202.75.61.41,"-85.431898, 179.397025",es_ES,Free,Fashion,45-54,Male,Consideration,13,False,Control,1398,4016,43,66,Gaming,1.2352941176470589,0.15555555555555556,380,216.8,0.22559723273159657
892,89,356,77,157,1.6,531,10,46.6,398.0,3321.5,34,Not bad,1.0,Neutral,Tablet,Safari,MacOS,1440x900,Ethernet,53.121.29.97,"-59.144396, -46.332641",en_GB,Enterprise,Travel,45-54,Other,Consideration,8,False,Control,4682,3331,49,36,News,11.584415584415584,0.6704331450094162,443,494.7,0.1198253800993527
0,88,498,195,1,3.4,271,64,67.9,73.5,3316.7,14,Awesome!,-0.45,Negative,Tablet,Edge,Android,1440x900,4G,91.169.39.128,"83.223412, 131.009011",fr_FR,Enterprise,Tech,35-44,Male,Awareness,1,False,Variant A,787,991,5,21,Tech,0.0,1.8376383763837638,757,188.5,0.022160581300690447
822,37,219,291,34,3.0,898,26,34.6,182.8,2362.1,22,Awesome!,-0.11,Neutral,Desktop,Edge,MacOS,1440x900,Ethernet,195.92.103.3,"37.513863, 106.984856",es_ES,Premium,Travel,35-44,Female,Consideration,17,True,Variant B,7447,2975,18,40,News,2.8247422680412373,0.24387527839643652,536,456.09999999999997,0.07738876423521443
748,82,306,62,157,4.3,623,137,20.6,482.3,3128.2,20,Needs improvement,0.92,Positive,Desktop,Edge,Linux,1920x1080,Ethernet,182.135.184.180,"73.962666, 1.738231",es_ES,Enterprise,Travel,55+,Female,Awareness,7,True,Variant A,640,1366,5,23,News,12.064516129032258,0.4911717495987159,505,419.09999999999997,0.15417812160347805
919,34,483,190,61,2.2,369,133,52.2,484.9,2373.9,22,Needs improvement,-0.61,Negative,Tablet,Safari,Windows,1280x720,4G,103.26.3.61,"48.527752, 71.245405",es_ES,Premium,Fashion,35-44,Male,Decision,11,True,Variant A,1860,4460,33,33,Gaming,4.836842105263158,1.3089430894308942,806,556.6,0.2042630270862294
920,21,210,48,40,2.9,71,137,31.5,278.5,1163.9,42,Could be better,0.38,Negative,Desktop,Firefox,Linux,2560x1440,5G,30.250.16.229,"-77.094564, -122.502309",fr_FR,Enterprise,Fashion,18-24,Female,Awareness,0,False,Control,6417,2092,3,94,Gaming,19.166666666666668,2.9577464788732395,395,444.6,0.23928172523412664
764,66,491,73,132,2.9,264,58,46.1,437.0,1811.9,40,Awesome!,-0.1,Positive,Tablet,Safari,Linux,2560x1440,4G,202.69.29.199,"-56.623284, -140.274704",fr_FR,Free,Fitness,35-44,Male,Decision,7,True,Control,6016,4766,4,4,Sports,10.465753424657533,1.8598484848484849,622,480.7,0.24118328826094154
405,67,327,211,174,3.7,979,61,49.3,230.0,1697.8,12,Needs improvement,0.83,Positive,Tablet,Safari,Linux,1440x900,4G,193.112.226.194,"51.770546, 156.744175",de_DE,Free,Fashion,55+,Male,Consideration,11,False,Variant B,919,3128,27,92,Gaming,1.919431279620853,0.33401430030643514,599,319.7,0.13546943102838968
147,18,71,257,186,1.5,714,34,83.2,547.5,2245.0,46,Awesome!,-0.86,Negative,Desktop,Firefox,Windows,1280x720,Ethernet,5.254.217.138,"-38.522248, 0.972161",en_US,Free,Fitness,35-44,Male,Awareness,2,False,Control,1659,2998,17,99,Sports,0.5719844357976653,0.09943977591036414,362,150.1,0.24387527839643652
106,84,69,124,171,4.3,902,29,94.7,218.8,1901.2,44,Not bad,0.32,Neutral,Desktop,Opera,MacOS,1280x720,WiFi,50.68.1.158,"-15.064443, -166.975003",de_DE,Enterprise,Fashion,35-44,Other,Decision,13,True,Control,2543,4701,41,3,Gaming,0.8548387096774194,0.07649667405764966,222,105.0,0.11508520934146856
500,93,458,191,172,1.3,837,121,94.9,316.8,966.7,25,Awesome!,0.34,Neutral,Desktop,Edge,MacOS,1280x720,Ethernet,205.189.218.234,"-75.619185, -54.124649",en_GB,Premium,Tech,18-24,Other,Decision,9,True,Variant A,1187,2634,29,32,Tech,2.6178010471204187,0.5471923536439666,770,392.79999999999995,0.32771283748836244
982,40,434,151,127,2.6,555,115,30.8,251.4,3503.6,35,Awesome!,0.73,Negative,Tablet,Opera,MacOS,1440x900,4G,111.21.187.193,"10.393806, -176.662802",fr_FR,Free,Travel,55+,Other,Decision,5,False,Variant A,9091,3868,45,12,News,6.503311258278146,0.781981981981982,700,565.9000000000001,0.07175476652585912
735,9,420,143,56,3.2,876,167,36.4,312.3,1523.9,41,Not bad,0.34,Neutral,Tablet,Edge,Android,1280x720,4G,125.232.10.255,"-0.944745, 3.500394",en_US,Premium,Tech,55+,Other,Awareness,17,True,Control,1293,1919,19,38,Tech,5.13986013986014,0.4794520547945205,730,454.20000000000005,0.20493470700177177
